No,Filename,Width,Height,AspectRatio,PixelAspectRatio,SourceDisplayRatio,RatioSource,Format,HasTransparentPixels,UsageCount,DisplayRatioVariants,AssetKind,SvgRenderable,PptxNativeSupported,SizeKB,Category
1,charging_array.jpg,1376,768,1.79,1.79,,native,JPEG,False,1,,bitmap,True,True,45.9,Wide landscape
2,cover_port_roro.jpg,1920,1920,1.00,1.00,,native,JPEG,False,1,,bitmap,True,True,92.3,Near square
3,local_plant.jpg,1264,848,1.49,1.49,,native,JPEG,False,1,,bitmap,True,True,43.6,Standard landscape
