No,Filename,Width,Height,AspectRatio,PixelAspectRatio,SourceDisplayRatio,RatioSource,Format,HasTransparentPixels,UsageCount,DisplayRatioVariants,AssetKind,SvgRenderable,PptxNativeSupported,SizeKB,Category
1,cover_classroom_first_light.jpg,1376,768,1.79,1.79,,native,JPEG,False,1,,bitmap,True,True,77.6,Wide landscape
2,morning_threshold.jpg,1024,1024,1.00,1.00,,native,JPEG,False,1,,bitmap,True,True,71.1,Near square
3,open_entrance.jpg,1024,1024,1.00,1.00,,native,JPEG,False,1,,bitmap,True,True,52.9,Near square
