No,Filename,Width,Height,AspectRatio,PixelAspectRatio,SourceDisplayRatio,RatioSource,Format,HasTransparentPixels,UsageCount,DisplayRatioVariants,AssetKind,SvgRenderable,PptxNativeSupported,SizeKB,Category
1,burn_water.jpg,857,805,1.06,1.06,,native,JPEG,False,1,,bitmap,True,True,114.1,Near square
2,cover_kit.jpg,1434,1920,0.75,0.75,,native,JPEG,False,1,,bitmap,True,True,238.8,Portrait
3,cut_press.jpg,860,837,1.03,1.03,,native,JPEG,False,1,,bitmap,True,True,123.1,Near square
4,kit_antiseptic.jpg,685,682,1.00,1.00,,native,JPEG,False,1,,bitmap,True,True,96.2,Near square
5,kit_bandage.jpg,715,688,1.04,1.04,,native,JPEG,False,1,,bitmap,True,True,100.9,Near square
6,kit_medicine.jpg,757,656,1.15,1.15,,native,JPEG,False,1,,bitmap,True,True,85.7,Near square
7,kit_storage.jpg,870,817,1.06,1.06,,native,JPEG,False,1,,bitmap,True,True,91.6,Near square
8,kit_tools.jpg,819,726,1.13,1.13,,native,JPEG,False,1,,bitmap,True,True,168.7,Near square
9,no_old_drugs.jpg,804,772,1.04,1.04,,native,JPEG,False,1,,bitmap,True,True,108.3,Near square
